hhid,eligible,time,cash,female,age25,schooling,health
352,0,1,1,1,1,0,-2.4101741
353,1,0,1,1,1,0,-.57012212
353,1,1,1,1,1,0,.34990394
354,1,0,1,1,1,1,-.57012212
354,1,1,1,1,1,1,-.57012212
355,0,0,1,1,1,1,-.57012212
355,0,1,1,1,1,1,1.26993
356,0,0,1,1,1,0,-.57012212
356,0,1,1,1,1,0,.34990394
357,0,0,1,1,1,1,-.57012212
357,0,1,1,1,1,1,-.57012212
358,0,0,1,1,1,0,.34990394
358,0,1,1,1,1,0,1.26993
359,0,0,1,0,1,1,-.57012212
359,0,1,1,0,1,1,-2.4101741
360,0,0,1,0,1,1,-.57012212
360,0,1,1,0,1,1,1.26993
361,0,0,1,0,1,1,1.26993
361,0,1,1,0,1,1,1.26993
362,0,0,1,1,1,1,1.26993
362,0,1,1,1,1,1,1.26993
363,1,0,1,1,0,1,1.26993
363,1,1,1,1,0,1,1.26993
364,0,0,1,1,1,0,-.57012212
364,0,1,1,1,1,0,-1.4901482
365,1,0,1,1,0,1,1.26993
365,1,1,1,1,0,1,1.26993
366,0,0,1,1,1,1,.34990394
366,0,1,1,1,1,1,.34990394
367,1,0,1,1,0,1,1.26993
367,1,1,1,1,0,1,1.26993
368,0,0,1,0,1,0,-.57012212
368,0,1,1,0,1,0,-.57012212
369,1,0,1,0,1,0,-.57012212
369,1,1,1,0,1,0,-.57012212
370,0,0,1,1,1,1,-.57012212
370,0,1,1,1,1,1,-1.4901482
371,1,0,1,1,1,1,-.57012212
371,1,1,1,1,1,1,.34990394
372,0,0,1,1,1,1,-.57012212
372,0,1,1,1,1,1,1.26993
373,0,0,1,1,1,1,1.26993
373,0,1,1,1,1,1,-.57012212
374,1,0,1,1,1,1,1.26993
374,1,1,1,1,1,1,-.57012212
375,1,0,1,1,0,0,1.26993
375,1,1,1,1,0,0,.34990394
376,0,0,1,1,1,0,-.57012212
376,0,1,1,1,1,0,-.57012212
377,0,0,1,1,1,0,-.57012212
377,0,1,1,1,1,0,-2.4101741
378,0,0,1,1,1,0,-1.4901482
378,0,1,1,1,1,0,.34990394
379,1,0,1,0,1,0,1.26993
379,1,1,1,0,1,0,-.57012212
380,0,0,1,1,1,0,-1.4901482
380,0,1,1,1,1,0,-1.4901482
381,1,0,1,1,0,1,-.57012212
381,1,1,1,1,0,1,-.57012212
382,0,0,1,1,1,0,-.57012212
382,0,1,1,1,1,0,-.57012212
383,0,0,1,1,1,1,1.26993
383,0,1,1,1,1,1,-.57012212
384,0,0,1,1,1,0,-.57012212
384,0,1,1,1,1,0,-.57012212
385,0,0,1,0,1,0,-1.4901482
385,0,1,1,0,1,0,1.26993
386,1,0,1,1,1,1,1.26993
386,1,1,1,1,1,1,1.26993
387,1,0,1,1,0,0,-.57012212
387,1,1,1,1,0,0,-.57012212
388,0,0,1,1,1,0,-.57012212
388,0,1,1,1,1,0,-1.4901482
389,0,0,1,1,1,0,-.57012212
389,0,1,1,1,1,0,-1.4901482
390,1,0,1,1,1,1,-.57012212
390,1,1,1,1,1,1,-.57012212
391,1,0,1,1,1,0,1.26993
391,1,1,1,1,1,0,-1.4901482
392,1,0,1,1,1,0,-.57012212
392,1,1,1,1,1,0,1.26993
393,1,0,1,1,1,1,1.26993
393,1,1,1,1,1,1,1.26993
394,1,0,1,0,1,1,1.26993
394,1,1,1,0,1,1,.34990394
395,1,0,1,1,1,0,1.26993
395,1,1,1,1,1,0,-.57012212
396,0,0,1,1,1,1,-1.4901482
396,0,1,1,1,1,1,.34990394
397,1,0,1,1,1,0,1.26993
397,1,1,1,1,1,0,1.26993
398,1,0,1,1,1,0,.34990394
398,1,1,1,1,1,0,.34990394
399,1,0,1,1,1,0,-.57012212
399,1,1,1,1,1,0,-.57012212
400,1,0,1,1,1,0,-.57012212
400,1,1,1,1,1,0,-.57012212
401,0,0,1,1,1,0,.34990394
401,0,1,1,1,1,0,.34990394
402,0,0,1,0,1,0,1.26993
402,0,1,1,0,1,0,-.57012212
403,0,0,1,0,1,0,1.26993
403,0,1,1,0,1,0,-.57012212
404,1,0,1,1,1,0,-.57012212
404,1,1,1,1,1,0,1.26993
405,1,0,1,1,1,0,-.57012212
405,1,1,1,1,1,0,1.26993
406,1,0,1,0,1,1,.34990394
406,1,1,1,0,1,1,.34990394
407,1,0,1,0,1,0,-1.4901482
407,1,1,1,0,1,0,-1.4901482
408,0,0,1,1,1,0,-.57012212
408,0,1,1,1,1,0,-.57012212
409,1,0,1,1,1,0,-.57012212
409,1,1,1,1,1,0,-.57012212
410,1,0,1,1,1,0,-.57012212
410,1,1,1,1,1,0,-.57012212
411,0,0,1,1,1,0,-.57012212
411,0,1,1,1,1,0,-.57012212
412,0,0,1,1,1,0,-.57012212
412,0,1,1,1,1,0,-1.4901482
413,1,0,1,1,1,0,1.26993
413,1,1,1,1,1,0,-.57012212
414,0,0,1,1,1,0,-.57012212
414,0,1,1,1,1,0,-.57012212
415,0,0,1,1,0,1,-.57012212
415,0,1,1,1,0,1,1.26993
416,0,0,1,1,1,1,-.57012212
416,0,1,1,1,1,1,-.57012212
417,1,0,1,0,1,1,1.26993
417,1,1,1,0,1,1,1.26993
418,0,0,1,0,1,1,-1.4901482
418,0,1,1,0,1,1,-.57012212
419,1,0,1,1,0,0,1.26993
419,1,1,1,1,0,0,1.26993
420,1,0,1,1,0,0,1.26993
420,1,1,1,1,0,0,1.26993
421,1,0,1,1,1,1,1.26993
421,1,1,1,1,1,1,-.57012212
422,1,0,1,1,1,1,1.26993
422,1,1,1,1,1,1,-.57012212
423,0,0,1,1,1,0,-.57012212
423,0,1,1,1,1,0,-.57012212
424,0,0,1,1,1,1,1.26993
424,0,1,1,1,1,1,.34990394
425,1,0,1,1,1,0,-.57012212
425,1,1,1,1,1,0,1.26993
426,1,0,1,1,1,1,.34990394
426,1,1,1,1,1,1,-.57012212
427,0,0,1,1,1,0,-.57012212
427,0,1,1,1,1,0,-1.4901482
428,0,0,1,1,1,0,-.57012212
428,0,1,1,1,1,0,-.57012212
429,1,0,1,1,1,1,-.57012212
429,1,1,1,1,1,1,-.57012212
430,0,0,1,1,1,0,-.57012212
430,0,1,1,1,1,0,-.57012212
431,0,0,1,1,1,0,1.26993
431,0,1,1,1,1,0,-.57012212
432,1,0,1,1,1,0,-.57012212
432,1,1,1,1,1,0,-.57012212
433,0,0,1,1,1,0,1.26993
433,0,1,1,1,1,0,-.57012212
434,0,0,1,1,0,0,-.57012212
434,0,1,1,1,0,0,-.57012212
435,0,0,1,0,1,0,1.26993
435,0,1,1,0,1,0,1.26993
436,0,0,1,1,1,0,-.57012212
436,0,1,1,1,1,0,-1.4901482
437,0,0,1,1,1,1,-.57012212
437,0,1,1,1,1,1,-.57012212
438,0,0,1,1,1,0,-.57012212
438,0,1,1,1,1,0,-.57012212
439,1,0,1,1,1,0,-.57012212
439,1,1,1,1,1,0,-2.4101741
440,0,0,1,1,1,0,-.57012212
440,0,1,1,1,1,0,-.57012212
441,1,0,1,0,1,0,-1.4901482
441,1,1,1,0,1,0,-.57012212
442,1,0,1,0,1,1,1.26993
442,1,1,1,0,1,1,-.57012212
443,1,0,1,1,1,0,-.57012212
443,1,1,1,1,1,0,1.26993
444,0,0,1,1,1,0,-.57012212
444,0,1,1,1,1,0,-.57012212
445,0,0,1,1,1,0,-1.4901482
445,0,1,1,1,1,0,-2.4101741
446,0,0,1,0,1,1,1.26993
446,0,1,1,0,1,1,-.57012212
447,0,0,1,1,1,0,-.57012212
447,0,1,1,1,1,0,-.57012212
448,1,0,1,1,0,1,-.57012212
448,1,1,1,1,0,1,-.57012212
449,0,0,1,1,1,0,-.57012212
449,0,1,1,1,1,0,-.57012212
450,0,0,1,1,1,0,-.57012212
450,0,1,1,1,1,0,-1.4901482
451,0,0,1,1,1,0,1.26993
451,0,1,1,1,1,0,-1.4901482
452,0,0,1,1,1,0,1.26993
452,0,1,1,1,1,0,-.57012212
453,0,0,1,1,1,1,1.26993
453,0,1,1,1,1,1,-.57012212
454,1,0,1,1,1,0,1.26993
454,1,1,1,1,1,0,1.26993
455,0,0,1,0,1,1,-.57012212
455,0,1,1,0,1,1,.34990394
456,1,0,1,1,1,1,-.57012212
456,1,1,1,1,1,1,-.57012212
457,0,0,1,1,1,0,-1.4901482
457,0,1,1,1,1,0,-1.4901482
458,1,0,1,1,0,1,-.57012212
458,1,1,1,1,0,1,-.57012212
459,0,0,1,1,1,0,-1.4901482
459,0,1,1,1,1,0,-1.4901482
460,1,0,1,0,1,0,-.57012212
460,1,1,1,0,1,0,-.57012212
461,1,0,1,1,1,1,-.57012212
461,1,1,1,1,1,1,1.26993
462,1,0,1,1,0,0,-.57012212
462,1,1,1,1,0,0,1.26993
463,0,0,1,1,1,0,-.57012212
463,0,1,1,1,1,0,-.57012212
464,1,0,1,0,1,0,-.57012212
464,1,1,1,0,1,0,-.57012212
465,0,0,1,1,1,0,-1.4901482
465,0,1,1,1,1,0,-.57012212
466,1,0,1,1,0,1,1.26993
466,1,1,1,1,0,1,-.57012212
467,1,0,1,1,1,0,-.57012212
467,1,1,1,1,1,0,-.57012212
468,1,0,1,1,1,0,-.57012212
468,1,1,1,1,1,0,-.57012212
469,1,0,1,1,1,1,-.57012212
469,1,1,1,1,1,1,1.26993
470,0,0,1,1,1,0,1.26993
470,0,1,1,1,1,0,-.57012212
471,1,0,1,1,1,0,-.57012212
471,1,1,1,1,1,0,-.57012212
472,0,0,1,1,1,0,-1.4901482
472,0,1,1,1,1,0,-1.4901482
473,0,0,1,1,1,0,-.57012212
473,0,1,1,1,1,0,-.57012212
474,0,0,1,0,1,0,.34990394
474,0,1,1,0,1,0,-.57012212
475,1,0,1,1,1,0,-1.4901482
475,1,1,1,1,1,0,1.26993
476,0,0,1,1,1,0,-.57012212
476,0,1,1,1,1,0,-1.4901482
477,1,0,1,0,1,0,1.26993
477,1,1,1,0,1,0,1.26993
478,0,0,1,1,1,1,-.57012212
478,0,1,1,1,1,1,-.57012212
479,0,0,1,1,1,1,-1.4901482
479,0,1,1,1,1,1,-1.4901482
480,0,0,1,0,0,1,.34990394
480,0,1,1,0,0,1,.34990394
481,1,0,1,1,1,0,-.57012212
481,1,1,1,1,1,0,-1.4901482
482,0,0,1,1,1,0,-.57012212
482,0,1,1,1,1,0,-.57012212
483,1,0,1,0,1,1,-1.4901482
483,1,1,1,0,1,1,-.57012212
484,0,0,1,1,1,0,-2.4101741
484,0,1,1,1,1,0,-.57012212
485,1,0,1,1,1,0,1.26993
485,1,1,1,1,1,0,-.57012212
486,0,0,1,1,1,0,-1.4901482
486,0,1,1,1,1,0,-2.4101741
487,1,0,1,0,1,1,-1.4901482
487,1,1,1,0,1,1,-.57012212
488,0,0,1,1,1,1,-.57012212
488,0,1,1,1,1,1,1.26993
489,1,0,1,0,1,1,1.26993
489,1,1,1,0,1,1,1.26993
490,0,0,1,1,1,0,-.57012212
490,0,1,1,1,1,0,1.26993
491,1,0,1,0,1,0,-.57012212
491,1,1,1,0,1,0,-1.4901482
492,1,0,1,1,1,0,-.57012212
492,1,1,1,1,1,0,-.57012212
493,1,0,1,1,1,0,-.57012212
493,1,1,1,1,1,0,-1.4901482
494,0,0,1,1,1,0,1.26993
494,0,1,1,1,1,0,-.57012212
495,0,0,1,1,1,0,-.57012212
495,0,1,1,1,1,0,.34990394
496,1,0,1,1,1,0,-.57012212
496,1,1,1,1,1,0,-.57012212
497,0,0,1,1,1,0,-2.4101741
497,0,1,1,1,1,0,-.57012212
498,0,0,1,1,1,0,-.57012212
498,0,1,1,1,1,0,.34990394
499,1,0,1,0,1,0,-2.4101741
499,1,1,1,0,1,0,-1.4901482
500,0,0,1,0,1,1,1.26993
500,0,1,1,0,1,1,-.57012212
501,1,0,1,1,1,0,-.57012212
501,1,1,1,1,1,0,1.26993
502,1,0,1,0,1,0,1.26993
502,1,1,1,0,1,0,1.26993
503,1,0,1,1,0,1,-.57012212
503,1,1,1,1,0,1,-.57012212
504,0,0,1,1,1,0,-.57012212
504,0,1,1,1,1,0,-.57012212
505,0,0,1,1,1,0,1.26993
505,0,1,1,1,1,0,.34990394
506,1,0,1,0,1,0,-.57012212
506,1,1,1,0,1,0,-1.4901482
507,1,0,1,0,1,1,1.26993
507,1,1,1,0,1,1,1.26993
508,1,0,1,1,1,0,1.26993
508,1,1,1,1,1,0,1.26993
509,0,0,1,1,1,0,1.26993
509,0,1,1,1,1,0,1.26993
510,0,0,1,1,1,0,-.57012212
510,0,1,1,1,1,0,1.26993
511,1,0,1,1,1,0,-.57012212
511,1,1,1,1,1,0,1.26993
512,1,0,1,1,0,0,-.57012212
512,1,1,1,1,0,0,-.57012212
513,0,0,1,0,1,1,-.57012212
513,0,1,1,0,1,1,-.57012212
514,1,0,1,1,0,1,-.57012212
514,1,1,1,1,0,1,1.26993
515,1,0,1,1,1,0,1.26993
515,1,1,1,1,1,0,1.26993
516,0,0,1,1,1,0,.34990394
516,0,1,1,1,1,0,.34990394
517,1,0,1,1,1,1,-1.4901482
517,1,1,1,1,1,1,1.26993
518,1,0,1,1,0,0,-.57012212
518,1,1,1,1,0,0,-.57012212
519,0,0,1,0,1,0,-.57012212
519,0,1,1,0,1,0,-.57012212
520,1,0,1,1,1,0,1.26993
520,1,1,1,1,1,0,-1.4901482
521,1,0,1,0,1,0,1.26993
521,1,1,1,0,1,0,1.26993
522,0,0,1,0,1,1,-1.4901482
522,0,1,1,0,1,1,-.57012212
523,0,0,1,1,1,1,-.57012212
523,0,1,1,1,1,1,-1.4901482
524,1,0,1,1,1,1,-.57012212
524,1,1,1,1,1,1,.34990394
525,0,0,1,1,1,1,-.57012212
525,0,1,1,1,1,1,-.57012212
526,1,0,1,0,1,1,-.57012212
526,1,1,1,0,1,1,-.57012212
527,1,0,1,1,1,1,-.57012212
527,1,1,1,1,1,1,-.57012212
528,0,0,1,0,1,1,-.57012212
528,0,1,1,0,1,1,-.57012212
529,0,0,1,1,1,0,-.57012212
529,0,1,1,1,1,0,-1.4901482
530,1,0,1,1,0,1,1.26993
530,1,1,1,1,0,1,1.26993
531,1,0,1,0,1,1,1.26993
531,1,1,1,0,1,1,1.26993
532,1,0,1,1,1,0,-.57012212
532,1,1,1,1,1,0,-.57012212
533,1,0,1,1,1,1,-1.4901482
533,1,1,1,1,1,1,-.57012212
534,0,0,1,1,1,0,1.26993
534,0,1,1,1,1,0,-.57012212
535,0,0,1,0,1,1,-.57012212
535,0,1,1,0,1,1,1.26993
536,1,0,1,1,1,0,1.26993
536,1,1,1,1,1,0,-.57012212
537,0,0,1,1,1,0,-1.4901482
537,0,1,1,1,1,0,-1.4901482
538,1,0,1,1,1,1,-.57012212
538,1,1,1,1,1,1,-1.4901482
539,1,0,1,0,1,0,-.57012212
539,1,1,1,0,1,0,-.57012212
540,1,0,1,1,1,0,-.57012212
540,1,1,1,1,1,0,-.57012212
541,0,0,1,1,1,0,-.57012212
541,0,1,1,1,1,0,-.57012212
542,1,0,1,1,1,1,-1.4901482
542,1,1,1,1,1,1,-.57012212
543,0,0,1,1,1,1,1.26993
543,0,1,1,1,1,1,1.26993
544,0,0,1,0,1,0,-.57012212
544,0,1,1,0,1,0,-.57012212
545,0,0,1,1,1,0,-.57012212
545,0,1,1,1,1,0,-.57012212
546,0,0,1,1,1,0,-1.4901482
546,0,1,1,1,1,0,-.57012212
547,1,0,1,1,1,0,1.26993
547,1,1,1,1,1,0,-.57012212
548,0,0,1,1,1,0,-.57012212
548,0,1,1,1,1,0,-.57012212
549,1,0,1,0,1,1,-.57012212
549,1,1,1,0,1,1,1.26993
550,0,0,1,1,1,1,.34990394
550,0,1,1,1,1,1,-.57012212
551,1,0,1,1,0,0,-.57012212
551,1,1,1,1,0,0,-.57012212
552,1,0,1,0,1,1,-.57012212
552,1,1,1,0,1,1,-.57012212
553,1,0,1,1,1,0,-.57012212
553,1,1,1,1,1,0,-.57012212
554,0,0,1,1,1,0,-.57012212
554,0,1,1,1,1,0,-.57012212
555,0,0,1,1,1,0,-.57012212
555,0,1,1,1,1,0,-1.4901482
556,0,0,1,0,1,0,-.57012212
556,0,1,1,0,1,0,-.57012212
557,0,0,1,1,1,0,-.57012212
557,0,1,1,1,1,0,-1.4901482
558,1,0,1,0,1,1,1.26993
558,1,1,1,0,1,1,-.57012212
559,1,0,1,1,1,1,-.57012212
559,1,1,1,1,1,1,-.57012212
560,1,0,1,1,1,0,-.57012212
560,1,1,1,1,1,0,1.26993
561,0,0,1,1,1,0,1.26993
561,0,1,1,1,1,0,-.57012212
562,1,0,1,1,1,0,1.26993
562,1,1,1,1,1,0,.34990394
563,0,0,1,1,0,1,1.26993
563,0,1,1,1,0,1,1.26993
564,0,0,1,1,1,0,-.57012212
564,0,1,1,1,1,0,1.26993
565,0,0,1,1,1,1,1.26993
565,0,1,1,1,1,1,-.57012212
566,1,0,1,1,1,0,-.57012212
566,1,1,1,1,1,0,-.57012212
567,1,0,1,1,1,1,-.57012212
567,1,1,1,1,1,1,-.57012212
568,0,0,1,1,0,1,1.26993
568,0,1,1,1,0,1,1.26993
569,0,0,1,0,1,1,-.57012212
569,0,1,1,0,1,1,.34990394
570,1,0,1,1,1,0,1.26993
570,1,1,1,1,1,0,-.57012212
571,0,0,1,1,1,1,-.57012212
571,0,1,1,1,1,1,-.57012212
572,1,0,1,0,1,0,-.57012212
572,1,1,1,0,1,0,-.57012212
573,1,0,1,1,1,0,-1.4901482
573,1,1,1,1,1,0,-.57012212
574,1,0,1,1,1,0,1.26993
574,1,1,1,1,1,0,-.57012212
575,0,0,1,1,1,1,-.57012212
575,0,1,1,1,1,1,1.26993
576,0,0,1,0,1,0,-2.4101741
576,0,1,1,0,1,0,-2.4101741
577,0,0,1,1,1,0,1.26993
577,0,1,1,1,1,0,1.26993
578,1,0,1,1,1,0,-1.4901482
578,1,1,1,1,1,0,.34990394
579,1,0,1,1,1,1,1.26993
579,1,1,1,1,1,1,-.57012212
580,1,0,1,1,1,0,-1.4901482
580,1,1,1,1,1,0,-.57012212
581,1,0,1,1,1,0,-.57012212
581,1,1,1,1,1,0,-.57012212
582,1,0,1,1,1,1,-.57012212
582,1,1,1,1,1,1,-.57012212
583,0,0,1,0,1,1,1.26993
583,0,1,1,0,1,1,-.57012212
584,0,0,1,1,1,1,-.57012212
584,0,1,1,1,1,1,-.57012212
585,0,0,1,1,1,1,1.26993
585,0,1,1,1,1,1,-.57012212
586,1,0,1,1,1,0,1.26993
586,1,1,1,1,1,0,.34990394
587,1,0,1,1,1,0,-.57012212
587,1,1,1,1,1,0,-.57012212
588,1,0,1,0,1,0,.34990394
588,1,1,1,0,1,0,-.57012212
589,0,0,1,1,1,0,1.26993
589,0,1,1,1,1,0,1.26993
590,0,0,1,1,1,0,-1.4901482
590,0,1,1,1,1,0,-.57012212
591,0,0,1,1,0,1,1.26993
591,0,1,1,1,0,1,-.57012212
592,1,0,1,0,1,1,-.57012212
592,1,1,1,0,1,1,.34990394
593,0,0,1,0,1,0,1.26993
593,0,1,1,0,1,0,1.26993
594,0,0,1,1,1,0,-2.4101741
594,0,1,1,1,1,0,-1.4901482
595,0,0,1,1,1,0,-1.4901482
595,0,1,1,1,1,0,.34990394
596,1,0,1,1,1,1,1.26993
596,1,1,1,1,1,1,-.57012212
597,1,0,1,1,1,1,-.57012212
597,1,1,1,1,1,1,-.57012212
598,0,0,1,0,1,1,-.57012212
598,0,1,1,0,1,1,-.57012212
599,1,0,1,1,1,0,-.57012212
599,1,1,1,1,1,0,-.57012212
600,1,0,1,1,1,0,-1.4901482
600,1,1,1,1,1,0,-.57012212
601,1,0,1,0,1,0,1.26993
601,1,1,1,0,1,0,-.57012212
602,0,0,1,1,1,0,1.26993
602,0,1,1,1,1,0,1.26993
603,0,0,1,1,1,1,-.57012212
603,0,1,1,1,1,1,-.57012212
604,1,0,1,1,1,0,-.57012212
604,1,1,1,1,1,0,-.57012212
605,0,0,1,0,1,1,-.57012212
605,0,1,1,0,1,1,-.57012212
606,1,0,1,1,1,0,-.57012212
606,1,1,1,1,1,0,-.57012212
607,1,0,1,1,1,0,-.57012212
607,1,1,1,1,1,0,-1.4901482
608,0,0,1,1,1,0,1.26993
608,0,1,1,1,1,0,.34990394
609,1,0,1,1,0,1,1.26993
609,1,1,1,1,0,1,1.26993
610,1,0,1,1,1,0,1.26993
610,1,1,1,1,1,0,-.57012212
611,0,0,1,1,1,0,-.57012212
611,0,1,1,1,1,0,-.57012212
612,1,0,1,0,1,0,-.57012212
612,1,1,1,0,1,0,-.57012212
613,0,0,1,1,1,0,1.26993
613,0,1,1,1,1,0,1.26993
614,0,0,1,1,1,0,1.26993
614,0,1,1,1,1,0,.34990394
615,0,0,1,1,1,1,-.57012212
615,0,1,1,1,1,1,-.57012212
616,1,0,1,0,1,0,-2.4101741
616,1,1,1,0,1,0,-.57012212
617,0,0,1,1,0,0,1.26993
617,0,1,1,1,0,0,-.57012212
618,0,0,1,0,1,0,1.26993
618,0,1,1,0,1,0,1.26993
619,1,0,1,1,1,1,-.57012212
619,1,1,1,1,1,1,-.57012212
620,1,0,1,0,1,1,-.57012212
620,1,1,1,0,1,1,-.57012212
621,0,0,1,1,1,1,-.57012212
621,0,1,1,1,1,1,-.57012212
622,1,0,1,1,1,1,1.26993
622,1,1,1,1,1,1,-.57012212
623,0,0,1,0,1,0,.34990394
623,0,1,1,0,1,0,-.57012212
624,1,0,1,1,1,0,-.57012212
624,1,1,1,1,1,0,1.26993
625,0,0,1,1,1,0,-.57012212
625,0,1,1,1,1,0,-.57012212
626,1,0,1,0,1,0,-.57012212
626,1,1,1,0,1,0,1.26993
627,1,0,1,1,1,0,-.57012212
627,1,1,1,1,1,0,-.57012212
628,0,0,1,1,1,1,-.57012212
628,0,1,1,1,1,1,.34990394
629,0,0,1,0,1,1,.34990394
629,0,1,1,0,1,1,1.26993
630,1,0,1,1,1,0,1.26993
630,1,1,1,1,1,0,-.57012212
631,1,0,1,0,1,0,.34990394
631,1,1,1,0,1,0,-.57012212
632,1,0,1,1,1,0,-.57012212
632,1,1,1,1,1,0,-.57012212
633,0,0,1,1,1,0,-.57012212
633,0,1,1,1,1,0,-1.4901482
634,0,0,1,1,1,1,-1.4901482
634,0,1,1,1,1,1,-.57012212
635,0,0,1,1,1,0,-1.4901482
635,0,1,1,1,1,0,-.57012212
636,1,0,1,0,0,1,1.26993
636,1,1,1,0,0,1,1.26993
637,0,0,1,1,1,0,-.57012212
637,0,1,1,1,1,0,-.57012212
638,0,0,1,1,1,1,-.57012212
638,0,1,1,1,1,1,.34990394
639,1,0,1,1,1,0,1.26993
639,1,1,1,1,1,0,1.26993
640,0,0,1,1,1,0,1.26993
640,0,1,1,1,1,0,1.26993
641,1,0,1,1,1,0,1.26993
641,1,1,1,1,1,0,-.57012212
642,0,0,1,1,1,0,-.57012212
642,0,1,1,1,1,0,-.57012212
643,1,0,1,1,0,0,1.26993
643,1,1,1,1,0,0,-.57012212
644,0,0,1,1,1,1,1.26993
644,0,1,1,1,1,1,.34990394
645,0,0,1,1,1,0,-2.4101741
645,0,1,1,1,1,0,-.57012212
646,1,0,1,1,1,0,1.26993
646,1,1,1,1,1,0,-.57012212
647,0,0,1,1,1,1,-.57012212
647,0,1,1,1,1,1,-.57012212
648,1,0,1,1,1,1,-1.4901482
648,1,1,1,1,1,1,-.57012212
649,0,0,1,1,1,0,-1.4901482
649,0,1,1,1,1,0,-1.4901482
650,1,0,1,0,1,1,1.26993
650,1,1,1,0,1,1,-.57012212
651,1,0,1,1,0,1,-.57012212
651,1,1,1,1,0,1,-.57012212
652,1,0,1,1,1,1,-.57012212
652,1,1,1,1,1,1,1.26993
653,1,0,1,1,1,0,-.57012212
653,1,1,1,1,1,0,-.57012212
654,1,0,1,1,1,0,-.57012212
654,1,1,1,1,1,0,-1.4901482
655,0,0,1,1,1,0,-.57012212
655,0,1,1,1,1,0,-.57012212
656,1,0,1,1,1,0,-1.4901482
656,1,1,1,1,1,0,-.57012212
657,1,0,1,1,0,1,-.57012212
657,1,1,1,1,0,1,1.26993
658,1,0,1,0,1,0,1.26993
658,1,1,1,0,1,0,.34990394
659,0,0,1,1,1,0,-1.4901482
659,0,1,1,1,1,0,1.26993
660,0,0,1,0,1,1,-.57012212
660,0,1,1,0,1,1,-.57012212
661,0,0,1,0,1,0,-.57012212
661,0,1,1,0,1,0,1.26993
662,1,0,1,1,1,0,-.57012212
662,1,1,1,1,1,0,1.26993
663,0,0,1,1,1,0,-.57012212
663,0,1,1,1,1,0,1.26993
664,0,0,1,1,1,1,1.26993
664,0,1,1,1,1,1,1.26993
665,1,0,1,1,1,1,-.57012212
665,1,1,1,1,1,1,1.26993
666,0,0,1,1,0,1,.34990394
666,0,1,1,1,0,1,-1.4901482
667,1,0,1,1,1,1,-.57012212
667,1,1,1,1,1,1,-.57012212
668,1,0,1,0,1,0,.34990394
668,1,1,1,0,1,0,-.57012212
669,1,0,1,1,0,0,-.57012212
669,1,1,1,1,0,0,-1.4901482
670,0,0,1,1,1,0,-.57012212
670,0,1,1,1,1,0,.34990394
671,0,0,1,1,1,1,1.26993
671,0,1,1,1,1,1,-1.4901482
672,1,0,1,0,1,0,1.26993
672,1,1,1,0,1,0,1.26993
673,1,0,1,0,1,0,-.57012212
673,1,1,1,0,1,0,-.57012212
674,0,0,1,1,1,0,-1.4901482
674,0,1,1,1,1,0,1.26993
675,1,0,1,1,0,1,-.57012212
675,1,1,1,1,0,1,-.57012212
676,0,0,1,1,1,0,1.26993
676,0,1,1,1,1,0,1.26993
677,0,0,1,1,1,0,-.57012212
677,0,1,1,1,1,0,-.57012212
678,1,0,1,1,1,0,-.57012212
678,1,1,1,1,1,0,-.57012212
679,1,0,1,1,1,0,1.26993
679,1,1,1,1,1,0,-1.4901482
680,1,0,1,1,1,1,-.57012212
680,1,1,1,1,1,1,-.57012212
681,0,0,1,0,1,0,-2.4101741
681,0,1,1,0,1,0,-2.4101741
682,1,0,1,1,1,0,-1.4901482
682,1,1,1,1,1,0,1.26993
683,0,0,1,0,1,0,-.57012212
683,0,1,1,0,1,0,-.57012212
684,1,0,1,0,1,1,-.57012212
684,1,1,1,0,1,1,-.57012212
685,1,0,1,0,1,0,-.57012212
685,1,1,1,0,1,0,-.57012212
686,0,0,1,1,1,0,-.57012212
686,0,1,1,1,1,0,-.57012212
687,0,0,1,1,1,0,-1.4901482
687,0,1,1,1,1,0,-.57012212
688,1,0,1,1,1,0,-.57012212
688,1,1,1,1,1,0,-.57012212
689,1,0,1,1,1,0,-.57012212
689,1,1,1,1,1,0,-.57012212
690,1,0,1,1,1,0,1.26993
690,1,1,1,1,1,0,-.57012212
691,0,0,1,1,1,0,-1.4901482
691,0,1,1,1,1,0,-.57012212
692,0,0,1,1,1,0,-.57012212
692,0,1,1,1,1,0,1.26993
693,1,0,1,1,1,0,-.57012212
693,1,1,1,1,1,0,-1.4901482
694,0,0,1,1,1,0,-.57012212
694,0,1,1,1,1,0,-.57012212
695,1,0,1,1,1,1,1.26993
695,1,1,1,1,1,1,1.26993
696,1,0,1,1,1,0,-1.4901482
696,1,1,1,1,1,0,-1.4901482
697,0,0,1,1,1,0,-1.4901482
697,0,1,1,1,1,0,-.57012212
698,0,0,1,0,1,0,1.26993
698,0,1,1,0,1,0,-.57012212
699,1,0,1,1,1,0,-1.4901482
699,1,1,1,1,1,0,-1.4901482
700,1,0,1,1,1,1,-.57012212
700,1,1,1,1,1,1,-.57012212
701,0,0,1,1,1,1,-.57012212
701,0,1,1,1,1,1,-.57012212
702,1,0,1,1,1,0,.34990394
702,1,1,1,1,1,0,-.57012212
703,0,0,1,1,1,0,-.57012212
703,0,1,1,1,1,0,-.57012212
704,0,0,1,1,1,0,-.57012212
704,0,1,1,1,1,0,-.57012212
